WT	Shuf1		
2.2e+008	2.5700e+008		
9.5e+009	7.9600e+009		
1.7e+009	1.4100e+009		
1.6e+009	1.2800e+009		
3.6e+008	3.9600e+008		
2.1e+008	3.2200e+008		
0.0	0.0000		
4944400.0	0.0000		
7.1e+008	6.3700e+008		
1.6e+008	1.6600e+008		
9.7e+008	1.0400e+009		
0.0	0.0000		
5.5e+008	4.7800e+008		
6.7e+007	5.0254e+007		
5.0e+007	1.1700e+008		
0.0	2.8648e+007		
6.6e+007	6.7068e+007		
9.2e+009	7.0500e+009		
0.0	0.0000		
0.0	4.6584e+007		
2.7e+007	2.6191e+007		
0.0	3.5353e+007		
2.6e+008	3.0300e+008		
3.0e+007	0.0000		
3.3e+008	2.7200e+008		
0.0	0.0000		
2.2e+009	1.8900e+009		
1.0e+008	1.2200e+008		
1.1e+009	1.0700e+009		
0.0	0.0000		
3.3e+007	3.0444e+007		
4.6e+009	4.5900e+009		
0.0	0.0000		
3.0e+008	2.0500e+008		
0.0	0.0000		
0.0	0.0000		
0.0	1.1799e+007		
2.0e+008	1.4500e+008		
1.1e+008	8.1510e+007		
0.0	0.0000		
2.9e+007	0.0000		
2.9e+008	3.0800e+008		
5.8e+008	5.4000e+008		
3.3e+009	4.1600e+009		
6.0e+007	7.7317e+007		
2.9e+008	2.4300e+008		
9.9e+007	6.9619e+007		
1.8e+008	2.1100e+008		
5.0e+008	4.5800e+008		
2.2e+008	1.4500e+008		
0.0	0.0000		
3.5e+007	3.3776e+007		
0.0	0.0000		
2.8e+009	2.2000e+009		
3.5e+008	3.0100e+008		
0.0	0.0000		
0.0	0.0000		
1.5e+008	1.3300e+008		
0.0	0.0000		
1.7e+009	1.3000e+009		
2.8e+008	2.7400e+008		
4.7e+007	0.0000		
2.7e+008	2.9600e+008		
0.0	0.0000		
5.4e+008	6.6500e+008		
0.0	0.0000		
2.3e+009	2.6200e+009		
0.0	0.0000		
3.1e+009	3.4400e+009		
5.7e+008	8.2500e+008		
1.7e+010	9.5800e+009		
2.6e+008	2.2000e+008		
9.0e+008	8.8800e+008		
1.0e+009	6.1500e+008		
6.8e+009	3.6500e+009		
1.5e+008	0.0000		
7.7e+008	7.9700e+008		
1.0e+009	9.8700e+008		
2.9e+009	2.8600e+009		
6.1e+009	6.4300e+009		
1.1e+009	1.0800e+009		
0.0	0.0000		
3.8e+007	4.5340e+007		
6.6e+008	7.8900e+008		
4.1e+009	4.2000e+009		
0.0	3.9161e+007		
8.3e+008	8.2900e+008		
0.0	0.0000		
6.2e+008	6.7900e+008		
1.1e+009	9.0200e+008		
1.3e+010	1.1300e+010		
9.1e+009	1.0800e+010		
1.2e+009	9.4700e+008		
9.7e+008	8.6800e+008		
2.3e+008	2.4900e+008		
1.4e+008	1.2100e+008		
2.2e+008	2.7300e+008		
0.0	0.0000		
2.2e+008	2.0500e+008		
1.9e+008	2.2200e+008		
0.0	0.0000		
2.9e+007	0.0000		
4.3e+007	4.4767e+007		
7.3e+007	6.0205e+007		
0.0	1.1330e+007		
0.0	0.0000		
0.0	0.0000		
1.9e+009	1.8300e+009		
1.0e+009	7.7900e+008		
1.3e+009	1.0600e+009		
1.5e+009	1.4700e+009		
1.0e+009	1.0200e+009		
1.1e+009	1.3000e+009		
2.6e+010	2.1500e+010		
1.3e+008	6.3552e+007		
2.2e+010	2.2000e+010		
5.8e+008	5.4300e+008		
3.6e+009	3.0700e+009		
4.2e+007	3.5056e+007		
1.2e+009	1.2500e+009		
2.5e+009	2.1000e+009		
3.6e+008	2.7300e+008		
1.3e+008	1.5000e+008		
6.9e+008	6.8500e+008		
2.2e+009	1.6100e+009		
3.8e+008	4.9700e+008		
4.4e+009	5.8400e+009		
2.5e+008	2.7900e+008		
7.5e+008	9.4600e+008		
0.0	2.8815e+007		
3.3e+008	3.8400e+008		
6.3e+007	5.3608e+007		
1.1e+009	1.3600e+009		
0.0	0.0000		
1.5e+007	0.0000		
2.1e+007	1.8524e+007		
0.0	0.0000		
5.7e+007	3.9800e+008		
8.3e+008	9.5100e+008		
0.0	3.6691e+007		
1.9e+008	1.7900e+008		
0.0	0.0000		
4.0e+007	0.0000		
2.3e+008	1.8600e+008		
3.9e+009	4.0600e+009		
1.4e+010	9.1100e+009		
4.7e+008	4.9800e+008		
5.9e+008	6.4700e+008		
5.9e+009	5.8600e+009		
0.0	0.0000		
0.0	0.0000		
0.0	8.8020e+007		
5.9e+008	4.5400e+008		
3.0e+007	3.4062e+007		
1.4e+010	1.3600e+010		
8.6e+008	4.1000e+008		
4.9e+008	0.0000		
2.0e+009	2.2100e+009		
0.0	0.0000		
5.3e+008	4.9100e+008		
2.9e+007	0.0000		
0.0	3541900.0000		
7.9e+008	5.5400e+008		
2.0e+007	0.0000		
0.0	2.1906e+007		
1.6e+008	2.1300e+008		
1.7e+009	1.3800e+009		
2.8e+009	2.5400e+009		
1.3e+009	1.0400e+009		
0.0	0.0000		
0.0	0.0000		
0.0	0.0000		
2.1e+009	1.8000e+009		
3.1e+007	3.0173e+007		
2.6e+009	2.0500e+009		
2.1e+008	2.1200e+008		
6.0e+009	6.0200e+009		
5.9e+009	5.5900e+009		
0.0	1.4036e+007		
5.1e+009	5.6700e+009		
2.8e+008	2.7700e+008		
0.0	7.3133e+007		
5.7e+009	7.1300e+009		
1.5e+008	1.6200e+008		
2.7e+008	2.9200e+008		
1.9e+008	2.2000e+008		
3.8e+008	4.4100e+008		
3143600.0	0.0000		
1.9e+008	1.9300e+008		
3.1e+008	3.7000e+008		
0.0	7649100.0000		
2.7e+008	1.7900e+008		
1.7e+009	1.5300e+009		
0.0	7281700.0000		
0.0	1.8786e+007		
0.0	0.0000		
3.6e+008	3.1300e+008		
0.0	0.0000		
2.1e+008	2.2200e+008		
1.7e+008	1.8700e+008		
9.9e+008	1.1100e+009		
0.0	0.0000		
9.5e+008	8.9600e+008		
1.9e+008	1.6800e+008		
2958000.0	0.0000		
2.7e+007	0.0000		
9.6e+007	8.6643e+007		
5.0e+008	5.0700e+008		
3.9e+008	4.3600e+008		
1.4e+009	1.0200e+009		
5.7e+007	6.3795e+007		
6.3e+007	5.7455e+007		
2.8e+007	0.0000		
8289400.0	0.0000		
0.0	0.0000		
1.1e+009	8.3100e+008		
2.6e+008	3.0000e+008		
0.0	0.0000		
1.0e+009	8.5400e+008		
4.3e+007	0.0000		
1.1e+008	9.9178e+007		
5.4e+007	5.0586e+007		
0.0	4.3889e+007		
1.1e+009	9.8500e+008		
3.5e+009	2.9900e+009		
1.0e+008	7.6998e+007		
9.4e+007	1.3000e+008		
0.0	0.0000		
5.6e+007	0.0000		
3.4e+008	3.0400e+008		
2.7e+008	2.6200e+008		
1.5e+009	1.2500e+009		
9.8e+007	8.4763e+007		
2.6e+009	2.9400e+009		
7.2e+008	5.5700e+008		
3.4e+008	2.6200e+008		
1.2e+008	1.0600e+008		
1.3e+009	1.3500e+009		
2.0e+007	1.9659e+007		
0.0	5.3243e+007		
0.0	9642700.0000		
7.9e+007	9.6123e+007		
1.2e+008	1.4100e+008		
1.9e+007	0.0000		
0.0	0.0000		
7.2e+009	4.7600e+009		
1.2e+009	1.2200e+009		
2.1e+009	1.5200e+009		
4.2e+008	3.2100e+008		
0.0	0.0000		
1.2e+008	1.5700e+008		
3.0e+008	2.9500e+008		
4.8e+007	0.0000		
0.0	0.0000		
4.7e+008	4.4500e+008		
3.5e+007	0.0000		
6.3e+007	7.7112e+007		
4.0e+009	4.6800e+009		
9441200.0	0.0000		
3.4e+007	0.0000		
2.0e+008	1.6800e+008		
4.1e+008	3.1200e+008		
0.0	0.0000		
2.9e+008	3.2300e+008		
3.3e+008	3.6600e+008		
2.3e+008	2.2400e+008		
0.0	0.0000		
0.0	0.0000		
1.9e+008	3.0000e+008		
0.0	0.0000		
2.1e+008	2.5700e+008		
0.0	0.0000		
0.0	0.0000		
1.3e+008	7.4700e+007		
0.0	0.0000		
4.8e+007	3.9069e+007		
0.0	0.0000		
8.7e+009	8.9300e+009		
4.6e+007	3.4218e+007		
2.4e+009	2.1100e+009		
6.1e+009	4.2500e+009		
2.6e+007	3.3855e+007		
2.3e+009	1.8000e+009		
1.1e+009	7.5800e+008		
9.4e+008	9.9400e+008		
4.2e+007	6.6412e+007		
1.8e+007	0.0000		
1.2e+009	1.0300e+009		
1.9e+008	1.7600e+008		
1.5e+008	1.2400e+008		
8.0e+009	5.2400e+009		
1.2e+009	1.0700e+009		
9.6e+008	9.7700e+008		
0.0	0.0000		
5.1e+008	5.1300e+008		
1.1e+008	1.0500e+008		
0.0	0.0000		
3.1e+008	3.3600e+008		
2.6e+008	2.7400e+008		
6.7e+009	6.1600e+009		
9043000.0	0.0000		
0.0	3255400.0000		
2.2e+007	2.0045e+007		
0.0	8512400.0000		
2.5e+007	0.0000		
5.3e+008	4.6500e+008		
7.5e+008	5.5600e+008		
4.1e+007	3.8106e+007		
1.5e+008	1.7500e+008		
2.6e+010	2.8600e+010		
5.5e+008	5.1700e+008		
1.4e+008	1.5700e+008		
2.9e+008	2.9700e+008		
2.2e+009	2.1800e+009		
2.0e+008	2.2900e+008		
0.0	0.0000		
2.0e+007	0.0000		
0.0	0.0000		
8.5e+008	7.9200e+008		
4.5e+009	3.8500e+009		
6.5e+007	7.4962e+007		
8.3e+007	6.3028e+007		
7.7e+007	5.8906e+007		
8.5e+008	8.6300e+008		
4.2e+007	5.9205e+007		
4.9e+009	4.7200e+009		
2.5e+009	2.0900e+009		
0.0	0.0000		
2.7e+008	2.3700e+008		
7711300.0	0.0000		
2.3e+008	2.3500e+008		
5.6e+008	6.8600e+008		
0.0	1.7828e+007		
1.1e+008	1.0400e+008		
0.0	6537400.0000		
4.2e+007	6.5238e+007		
1.8e+008	1.6700e+008		
3.4e+008	2.1600e+008		
2.8e+007	0.0000		
0.0	0.0000		
5.1e+007	3.3209e+007		
8.1e+009	9.2000e+009		
1.2e+008	0.0000		
2.2e+007	2.9616e+007		
0.0	0.0000		
0.0	1.6644e+007		
1.7e+009	1.4100e+009		
1.5e+007	0.0000		
2.5e+009	2.2600e+009		
1.8e+009	1.6600e+009		
1.2e+008	1.1500e+008		
1.5e+009	1.7500e+009		
3.6e+008	4.3200e+008		
1.9e+009	1.9000e+009		
4.2e+008	4.8500e+008		
5479700.0	0.0000		
1.3e+008	1.4200e+008		
1.0e+008	7.7857e+007		
1.7e+009	1.8200e+009		
2.1e+008	1.8200e+008		
1.2e+010	1.3800e+010		
6.1e+008	5.9100e+008		
0.0	7.5744e+007		
4.2e+008	4.5800e+008		
1.6e+009	1.8100e+009		
2.2e+008	1.8300e+008		
1.3e+007	0.0000		
2.7e+009	2.6500e+009		
3.4e+008	4.0000e+008		
9.4e+008	8.2500e+008		
4.5e+008	4.9700e+008		
0.0	6036900.0000		
6.7e+007	0.0000		
8.9e+008	5.9400e+008		
2.4e+008	1.8900e+008		
2.2e+009	2.4200e+009		
3.0e+007	7.0400e+008		
4.3e+008	4.3800e+008		
6.1e+008	5.5400e+008		
0.0	0.0000		
4.7e+007	5.6447e+007		
1.2e+008	0.0000		
7.0e+007	6.9362e+007		
1.5e+008	1.3500e+008		
0.0	0.0000		
3572200.0	0.0000		
0.0	0.0000		
5.5e+008	6.2400e+008		
3.3e+007	2.7502e+007		
2.3e+007	0.0000		
5.3e+008	4.5500e+008		
2.4e+007	0.0000		
1.9e+008	1.7300e+008		
5.2e+007	5.2064e+007		
1.0e+007	0.0000		
1.1e+008	0.0000		
1.3e+008	1.2700e+008		
0.0	0.0000		
5.6e+008	5.4500e+008		
1.8e+008	1.2700e+008		
1.1e+008	8.8265e+007		
2.7e+007	3.0381e+007		
9.7e+008	4.4400e+008		
0.0	1.8052e+007		
0.0	4.4233e+007		
0.0	0.0000		
3.0e+009	2.3300e+009		
2.5e+008	2.3200e+008		
1.5e+008	1.5100e+008		
1.6e+008	0.0000		
4.1e+008	3.8400e+008		
2.0e+008	2.3000e+008		
1.2e+009	1.2100e+009		
5.7e+008	3.7900e+008		
0.0	1.5003e+007		
1.3e+008	1.5900e+008		
1.8e+008	2.0600e+008		
0.0	0.0000		
1.0e+009	9.9000e+008		
0.0	0.0000		
5.4e+008	6.8300e+008		
0.0	0.0000		
2.4e+008	2.0700e+008		
2.8e+007	2.1884e+007		
4.2e+008	4.7700e+008		
3.9e+008	3.6800e+008		
1.2e+008	0.0000		
1.1e+008	1.0300e+008		
1.2e+009	8.1700e+008		
3.6e+009	3.3900e+009		
1315700.0	0.0000		
0.0	0.0000		
0.0	2.1720e+007		
1.9e+007	0.0000		
0.0	0.0000		
1.7e+009	1.5200e+009		
8.6e+009	6.3100e+009		
2.4e+008	3.1100e+008		
1.6e+008	2.1100e+008		
4.2e+008	4.2300e+008		
0.0	0.0000		
8.8e+008	8.3700e+008		
2.4e+007	0.0000		
1.7e+008	1.4600e+008		
6.9e+008	6.3000e+008		
0.0	0.0000		
1.6e+007	0.0000		
3.3e+007	0.0000		
0.0	1.0300e+008		
1.5e+008	1.4600e+008		
0.0	0.0000		
8.5e+007	7.7301e+007		
0.0	0.0000		
0.0	0.0000		
7.5e+008	8.0100e+008		
3.1e+007	2.8617e+007		
0.0	5771900.0000		
1.4e+008	1.4200e+008		
0.0	0.0000		
0.0	0.0000		
1.2e+008	1.2700e+008		
0.0	0.0000		
9.6e+008	8.1000e+008		
1.3e+009	1.1000e+009		
4.7e+009	3.5100e+009		
6.6e+007	4.9581e+007		
0.0	2.6306e+007		
0.0	0.0000		
3.7e+008	3.5500e+008		
8.7e+007	7.9300e+008		
1.7e+009	1.5800e+009		
1.3e+008	1.4100e+008		
2.9e+008	3.8200e+008		
5.5e+008	5.2900e+008		
2.5e+010	2.4200e+010		
1.6e+010	1.7800e+010		
0.0	0.0000		
2.6e+008	2.5700e+008		
1.2e+008	8.8839e+007		
9.7e+009	1.0300e+010		
1.6e+009	1.2800e+009		
1.9e+008	1.6700e+008		
1.2e+009	9.6600e+008		
1.0e+009	9.5400e+008		
1.4e+010	1.4300e+010		
0.0	2.6052e+007		
2.4e+008	2.4600e+008		
1.4e+009	1.5700e+009		
1.6e+009	1.5100e+009		
1.4e+010	1.4700e+010		
3.3e+008	2.9500e+008		
2.4e+009	2.3500e+009		
2.1e+009	2.4600e+009		
7.7e+007	9.0606e+007		
2.7e+010	2.4400e+010		
4.0e+009	3.8500e+009		
2.5e+010	2.6100e+010		
2.5e+010	1.1200e+010	1.12e+010	1.12e+010
9.9e+007	8.8467e+007		
8.9e+007	8.7663e+007		
4.5e+008	5.5200e+008		
8.8e+008	7.6600e+008		
2.6e+008	1.3000e+008		
4.7e+007	4.0315e+007		
1.1e+010	8.6900e+009		
1.4e+009	1.1900e+009		
2.1e+009	2.2400e+009		
1.5e+008	1.5100e+008		
8.5e+007	8.6676e+007		
2.9e+009	2.5700e+009		
1.1e+008	1.4500e+008		
3.8e+008	2.1900e+008		
1.4e+010	1.3500e+010	1.35e+010	
1.0e+008	1.2800e+008		
1.2e+008	1.3800e+008		
2.3e+008	2.5800e+008		
2.7e+007	0.0000		
0.0	0.0000		
0.0	2.5600e+008		
0.0	0.0000		
0.0	1.6743e+007		
0.0	0.0000		
4.8e+007	0.0000		
5.1e+007	4.6047e+007		
1.9e+008	2.1400e+008		
5.6e+008	4.9700e+008		
1.4e+008	1.3900e+008		
7.4e+007	0.0000		
1.6e+008	1.9300e+008		
3.7e+008	4.7100e+008		
0.0	1.8496e+007		
1.6e+008	1.9000e+008		
1.4e+008	2.0600e+008		
0.0	0.0000		
2.1e+009	2.1100e+009		
0.0	0.0000		
0.0	0.0000		
0.0	0.0000		
0.0	0.0000		
2.5e+007	2.5723e+007		
0.0	0.0000		
0.0	0.0000		
1.6e+008	1.8300e+008		
1.2e+008	1.2200e+008		
3.7e+008	3.3800e+008		
1.4e+008	1.3700e+008		
4.3e+007	4.6171e+007		
1.5e+008	1.0600e+008		
2.1e+008	2.1100e+008		
6.5e+007	7.0398e+007		
4.8e+008	4.6500e+008		
0.0	0.0000		
3.2e+008	2.9200e+008		
5.7e+007	5.6812e+007		
7.4e+007	7.2566e+007		
7.0e+009	7.4300e+009		
4.3e+008	4.4800e+008		
3.0e+008	3.2900e+008		
5.9e+008	1.2200e+009		
8.2e+009	5.7700e+009		
3642800.0	0.0000		
7.6e+007	7.8314e+007		
4.4e+009	3.9700e+009		
6.4e+007	0.0000		
0.0	0.0000		
1.7e+008	1.6000e+008		
5.7e+009	5.5100e+009		
6.3e+009	8.1300e+009		
0.0	0.0000		
4.8e+008	8.4300e+008		
2.1e+008	1.7600e+008		
0.0	2.7393e+007		
5.7e+009	5.1200e+009		
1.9e+008	2.3800e+008		
0.0	1.9431e+007		
1.2e+009	1.2500e+009		
7.0e+007	9.5431e+007		
1.6e+010	1.5000e+010		
8.1e+007	8.6849e+007		
1.1e+008	1.4500e+008		
1.6e+009	1.6900e+009		
4.7e+007	0.0000		
4.6e+008	3.6700e+008		
1.5e+009	1.6400e+009		
1.1e+008	1.3100e+008		
0.0	0.0000		
2.4e+007	0.0000		
0.0	0.0000		
7.7e+010	5.2100e+010		
1.7e+008	1.9900e+008		
8.4e+007	1.3200e+008		
2.2e+009	2.8400e+009		
1.1e+008	7.4658e+007		
1.6e+008	1.3500e+008		
1.2e+008	9.5714e+007		
5.4e+007	4.9199e+007		
3.1e+007	0.0000		
2.9e+008	2.8200e+008		
3.5e+008	2.6800e+008		
9.8e+007	8.6043e+007		
4.7e+007	2.8492e+007		
4.5e+007	3.6757e+007		
2.5e+008	2.7000e+008		
8356800.0	0.0000		
0.0	0.0000		
2.7e+008	2.6700e+008		
3.4e+008	2.5600e+008		
1.5e+008	8.2741e+007		
4.0e+008	3.9100e+008		
7.6e+008	7.4900e+008		
1.4e+008	1.2200e+008		
5.3e+008	4.8500e+008		
3.4e+008	3.2300e+008		
2.0e+008	1.8100e+008		
1.0e+007	0.0000		
1.5e+008	1.6200e+008		
0.0	0.0000		
0.0	0.0000		
9.0e+007	7.3481e+007		
2.5e+007	2.7494e+007		
3.2e+008	2.8700e+008		
0.0	0.0000		
0.0	0.0000		
3.9e+007	4.4267e+007		
0.0	0.0000		
0.0	0.0000		
2.1e+007	1.7764e+007		
1.8e+008	1.6700e+008		
3.0e+008	2.9100e+008		
3.2e+008	2.7200e+008		
0.0	0.0000		
0.0	0.0000		
1.6e+008	1.3400e+008		
0.0	3.6449e+007		
0.0	0.0000		
3.2e+007	0.0000		
3.0e+008	2.8500e+008		
9.8e+008	1.0400e+009		
2.2e+009	1.5800e+009		
9016600.0	0.0000		
8.5e+008	8.7300e+008		
4.1e+007	0.0000		
1.5e+007	0.0000		
0.0	0.0000		
0.0	6372200.0000		
0.0	3.9326e+007		
7.3e+008	7.5200e+008		
8.9e+008	8.8500e+008		
3.9e+008	3.0100e+008		
1.3e+008	0.0000		
1.5e+007	0.0000		
0.0	0.0000		
1.3e+009	1.3700e+009		
9.4e+008	6.8500e+008		
1.2e+009	9.8400e+008		
0.0	1.6583e+007		
9.3e+007	1.2700e+008		
2.4e+008	2.6200e+008		
7.1e+008	7.8300e+008		
0.0	0.0000		
1.3e+008	8.6263e+007		
0.0	0.0000		
0.0	0.0000		
0.0	0.0000		
1.4e+008	1.3000e+008		
6.0e+008	6.2000e+008		
1.3e+007	1.0571e+007		
4.5e+008	4.0200e+008		
1.5e+008	1.4100e+008		
4.0e+008	3.4300e+008		
4.3e+008	3.9300e+008		
0.0	0.0000		
0.0	0.0000		
1.1e+008	8.9867e+007		
1.0e+008	9.6530e+007		
9.8e+008	8.7800e+008		
1.2e+009	1.3100e+009		
9.7e+007	9.8190e+007		
0.0	0.0000		
0.0	0.0000		
3.4e+007	4.7782e+007		
1.7e+008	1.5500e+008		
2.3e+007	3.5764e+007		
0.0	0.0000		
5.0e+007	6.4481e+007		
7.4e+008	7.2200e+008		
0.0	0.0000		
5.8e+009	5.7300e+009		
1.3e+008	1.1700e+008		
3.2e+008	4.4400e+008		
4.4e+007	5.8897e+007		
0.0	0.0000		
0.0	0.0000		
4.5e+009	3.5300e+009		
1.3e+009	1.4600e+009		
2.9e+008	2.1200e+008		
1.9e+008	2.1100e+008		
0.0	2.7362e+007		
0.0	0.0000		
5.5e+007	0.0000		
6.1e+008	6.5400e+008		
1.3e+009	1.0100e+009		
0.0	0.0000		
0.0	4.9054e+007		
1.3e+008	1.3500e+008		
3.2e+008	2.9600e+008		
0.0	3.7860e+007		
0.0	0.0000		
1.5e+009	1.0200e+009		
5.1e+008	3.8000e+008		
0.0	0.0000		
2.0e+008	1.5300e+008		
4.2e+008	8.1400e+008		
9.2e+007	8.7380e+007		
0.0	0.0000		
1.8e+008	1.4500e+008		
7687100.0	0.0000		
1.6e+008	1.4800e+008		
1.8e+009	1.5800e+009		
5.1e+007	5.9070e+007		
5.9e+008	5.3700e+008		
6.6e+007	6.8276e+007		
1.8e+007	0.0000		
6.1e+007	7.3762e+007		
0.0	0.0000		
3.2e+008	3.1300e+008		
3.2e+008	3.1600e+008		
3.8e+007	6.1517e+007		
6.8e+009	8.7500e+009		
2.0e+008	2.0300e+008		
1.1e+008	9.1346e+007		
4.5e+008	3.5300e+008		
0.0	0.0000		
1.8e+009	1.3300e+009		
5.3e+007	4.8095e+007		
4.9e+008	4.7000e+008		
0.0	0.0000		
1.9e+008	1.4400e+008		
2.7e+008	3.6500e+008		
0.0	0.0000		
9.4e+008	8.2000e+008		
8.5e+008	7.2900e+008		
4.5e+008	3.7300e+008		
0.0	0.0000		
6.3e+008	4.6000e+008		
1.2e+008	1.3700e+008		
5.5e+007	4.4305e+007		
0.0	0.0000		
1.2e+008	1.1300e+008		
0.0	0.0000		
4.1e+008	3.6200e+008		
8.3e+008	6.7400e+008		
0.0	0.0000		
0.0	0.0000		
0.0	0.0000		
0.0	1.7900e+008		
0.0	1.2971e+007		
8171000.0	0.0000		
7.6e+007	7.3973e+007		
1.2e+009	1.2900e+009		
0.0	2.7900e+008		
9.2e+008	5.9400e+008		
3.4e+009	3.5200e+009		
0.0	1.0668e+007		
1.4e+009	1.1600e+009		
2.5e+009	2.1800e+009		
2.5e+007	3.3533e+007		
5.4e+007	2.7500e+008		
1.1e+008	1.0400e+008		
2.8e+007	0.0000		
1.7e+008	1.6600e+008		
0.0	0.0000		
0.0	0.0000		
2.5e+010	2.5100e+010		
2.7e+008	2.8800e+008		
6.8e+007	6.2029e+007		
0.0	0.0000		
1.4e+008	9.7718e+007		
0.0	0.0000		
3.3e+008	3.6700e+008		
1.9e+008	0.0000		
5.0e+007	6.7044e+007		
